start_genconfig
beam_e,6.6,GeV
theta_bb,43.0,&deg;
theta_sbs,17.5,&deg;
dist_bb,1.55,m
dist_mag,2.25,m
dist_hcal,11.0,m
bdl,1.45,Tm
golden,no
intFieldMap,1.73824,Tm
magScale,0.834177098674521,
Q2,8.1,GeV^2
comment,&int;Bdl=1.45Tm, dhcal=11.0m
end_genconfig
start_hcal_voffset_config
hcal_voffset,0.00000000,cm
pn_vertical_sep,65.63303576,cm
total_sigma_proton,0.03243749,pb
total_solid_proton,39.52111368,msr
total_sigma_neutron,0.01151167,pb
total_solid_neutron,39.55841634,msr
thetapq_radius,21.11848395,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00002085,0.00000854,0.02208800,0.00783190,0.02608575,0.03026736,27.05303173,27.05285196
exclusion_zone,2.50000000,0.00001808,0.00000744,0.02199774,0.00779990,0.02256601,0.02635388,26.94318993,26.94301069
exclusion_zone,5.00000000,0.00001426,0.00000591,0.02177620,0.00772135,0.01777499,0.02091924,26.67329781,26.67313009
exclusion_zone,7.50000000,0.00001085,0.00000455,0.02138059,0.00758108,0.01353764,0.01610917,26.19061801,26.19046016
exclusion_zone,10.00000000,0.00000800,0.00000336,0.02072046,0.00734702,0.00996576,0.01187526,25.38442546,25.38427888
exclusion_zone,12.50000000,0.00000577,0.00000244,0.01963714,0.00696291,0.00721359,0.00865597,24.06121621,24.06108092
exclusion_zone,15.00000000,0.00000393,0.00000168,0.01792481,0.00635576,0.00489270,0.00592742,21.96604305,21.96592294
exclusion_zone,17.50000000,0.00000258,0.00000109,0.01548423,0.00549038,0.00318769,0.00382960,18.97249200,18.97238890
exclusion_zone,20.00000000,0.00000157,0.00000066,0.01246780,0.00442080,0.00192207,0.00230882,15.26800908,15.26792641
end_hcal_voffset_config
start_hcal_voffset_config
hcal_voffset,15.00000000,cm
pn_vertical_sep,65.67064686,cm
total_sigma_proton,0.03468495,pb
total_solid_proton,42.40856375,msr
total_sigma_neutron,0.01230698,pb
total_solid_neutron,42.43833721,msr
thetapq_radius,21.11848395,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00002290,0.00000927,0.02361748,0.00837462,0.02875989,0.03295613,29.03028556,29.02999609
exclusion_zone,2.50000000,0.00001983,0.00000809,0.02352103,0.00834042,0.02485790,0.02874470,28.91238365,28.91209515
exclusion_zone,5.00000000,0.00001567,0.00000647,0.02328422,0.00825646,0.01960574,0.02295462,28.62286767,28.62259172
exclusion_zone,7.50000000,0.00001196,0.00000499,0.02286053,0.00810623,0.01496772,0.01773249,28.10401114,28.10374716
exclusion_zone,10.00000000,0.00000881,0.00000371,0.02215402,0.00785571,0.01099438,0.01315121,27.23816680,27.23791768
exclusion_zone,12.50000000,0.00000637,0.00000269,0.02099554,0.00744493,0.00797698,0.00957208,25.81842564,25.81819376
exclusion_zone,15.00000000,0.00000435,0.00000188,0.01916579,0.00679612,0.00543123,0.00665679,23.57217566,23.57196766
exclusion_zone,17.50000000,0.00000284,0.00000123,0.01656091,0.00587243,0.00352543,0.00434177,20.36650618,20.36632703
