start_genconfig
beam_e,8.8,GeV
theta_bb,34.0,&deg;
theta_sbs,17.5,&deg;
dist_bb,1.75,m
dist_mag,2.25,m
dist_hcal,11.0,m
bdl,1.44,Tm
golden,no
intFieldMap,1.73824,Tm
magScale,0.828424153166421,
Q2,10.2,GeV^2
comment,&int;Bdl=1.44Tm, dhcal=11.0m
end_genconfig
start_hcal_voffset_config
hcal_voffset,0.00000000,cm
pn_vertical_sep,53.35684817,cm
total_sigma_proton,0.01574952,pb
total_solid_proton,33.38454794,msr
total_sigma_neutron,0.00577154,pb
total_solid_neutron,33.39815545,msr
thetapq_radius,17.27875959,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00001024,0.00000406,0.00984620,0.00360722,0.02291143,0.02468959,21.07718267,21.07711563
exclusion_zone,2.50000000,0.00000853,0.00000341,0.00979193,0.00358734,0.01903072,0.02066861,20.96258908,20.96252448
exclusion_zone,5.00000000,0.00000641,0.00000258,0.00964723,0.00353434,0.01420982,0.01556536,20.65582096,20.65575920
exclusion_zone,7.50000000,0.00000458,0.00000187,0.00936205,0.00342987,0.01010592,0.01121750,20.04958961,20.04953353
exclusion_zone,10.00000000,0.00000310,0.00000127,0.00882813,0.00323429,0.00678833,0.00758658,18.91256064,18.91250744
exclusion_zone,12.50000000,0.00000198,0.00000082,0.00788640,0.00288929,0.00430572,0.00490438,16.89915559,16.89910948
exclusion_zone,15.00000000,0.00000123,0.00000050,0.00647313,0.00237150,0.00261870,0.00297711,13.86484795,13.86481064
end_hcal_voffset_config
start_hcal_voffset_config
hcal_voffset,15.00000000,cm
pn_vertical_sep,53.38098183,cm
total_sigma_proton,0.01601493,pb
total_solid_proton,33.82464384,msr
total_sigma_neutron,0.00586605,pb
total_solid_neutron,33.82355453,msr
thetapq_radius,17.27875959,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00001095,0.00000414,0.01000506,0.00366532,0.02442141,0.02503403,21.33938158,21.33933011
exclusion_zone,2.50000000,0.00000916,0.00000348,0.00994984,0.00364510,0.02039465,0.02097916,21.22324412,21.22319493
exclusion_zone,5.00000000,0.00000691,0.00000264,0.00980276,0.00359123,0.01531554,0.01582867,20.91265390,20.91260728
exclusion_zone,7.50000000,0.00000497,0.00000190,0.00951281,0.00348502,0.01096986,0.01136154,20.29867091,20.29862949
exclusion_zone,10.00000000,0.00000337,0.00000129,0.00897064,0.00328642,0.00740154,0.00769196,19.14829724,19.14825782
exclusion_zone,12.50000000,0.00000218,0.00000084,0.00801421,0.00293604,0.00475399,0.00497353,17.11096370,17.11092944
exclusion_zone,15.00000000,0.00000134,0.00000052,0.00657962,0.00241045,0.00289775,0.00303384,14.04164061,14.04161307
end_hcal_voffset_config
start_hcal_voffset_config
hcal_voffset,30.00000000,cm
pn_vertical_sep,53.38728095,cm
total_sigma_proton,0.01585946,pb
total_solid_proton,33.55041252,msr
total_sigma_neutron,0.00580649,pb
total_solid_neutron,33.53273623,msr
thetapq_radius,17.27875959,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00001118,0.00000409,0.00990876,0.00363025,0.02484902,0.02479135,21.16963316,21.16958693
exclusion_zone,2.50000000,0.00000939,0.00000343,0.00985432,0.00361031,0.02082469,0.02077314,21.05492070,21.05487664
exclusion_zone,5.00000000,0.00000711,0.00000260,0.00970927,0.00355718,0.01569259,0.01564713,20.74803791,20.74799638
exclusion_zone,7.50000000,0.00000512,0.00000187,0.00942343,0.00345247,0.01128477,0.01124755,20.14172117,20.14168458
exclusion_zone,10.00000000,0.00000348,0.00000127,0.00888879,0.00325661,0.00764347,0.00761044,19.00542879,19.00539359
exclusion_zone,12.50000000,0.00000226,0.00000083,0.00794434,0.00291061,0.00493334,0.00491666,16.99035844,16.99032783
exclusion_zone,15.00000000,0.00000140,0.00000051,0.00652514,0.00239063,0.00302401,0.00301138,13.94924943,13.94922463
end_hcal_voffset_config
start_hcal_voffset_config
hcal_voffset,45.00000000,cm
pn_vertical_sep,53.38227005,cm
total_sigma_proton,0.01517787,pb
total_solid_proton,32.13058731,msr
total_sigma_neutron,0.00555536,pb
total_solid_neutron,32.10162995,msr
thetapq_radius,17.27875959,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00001066,0.00000387,0.00948579,0.00347530,0.02372768,0.02354816,20.28382057,20.28376463
exclusion_zone,2.50000000,0.00000896,0.00000325,0.00943389,0.00345629,0.01988420,0.01971079,20.17448029,20.17442663
exclusion_zone,5.00000000,0.00000680,0.00000246,0.00929606,0.00340580,0.01500545,0.01484017,19.88292560,19.88287460
exclusion_zone,7.50000000,0.00000493,0.00000177,0.00902444,0.00330630,0.01083372,0.01067871,19.30685578,19.30681008
exclusion_zone,10.00000000,0.00000336,0.00000120,0.00851607,0.00312008,0.00735121,0.00720442,18.22645746,18.22641377
exclusion_zone,12.50000000,0.00000221,0.00000078,0.00761545,0.00279013,0.00479439,0.00466997,16.30470443,16.30466611
exclusion_zone,15.00000000,0.00000139,0.00000049,0.00625722,0.00229250,0.00296431,0.00285208,13.39293007,13.39289862
end_hcal_voffset_config
