start_genconfig
beam_e,8.8,GeV
theta_bb,44.2,&deg;
theta_sbs,13.3,&deg;
dist_bb,1.55,m
dist_mag,1.80,m
dist_hcal,14.0,m
bdl,1.2,Tm
golden,no
intFieldMap,1.73824,Tm
magScale,0.690353460972018,
Q2,12.0,GeV^2
comment,&int;Bdl=1.2Tm, dhcal=14.0m
end_genconfig
start_hcal_voffset_config
hcal_voffset,0.00000000,cm
pn_vertical_sep,55.18820722,cm
total_sigma_proton,0.00367571,pb
total_solid_proton,43.43078811,msr
total_sigma_neutron,0.00139290,pb
total_solid_neutron,43.45979531,msr
thetapq_radius,17.10422667,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00000298,0.00000127,0.00222174,0.00084148,0.03604958,0.04055922,26.42329717,26.42308450
exclusion_zone,2.50000000,0.00000253,0.00000109,0.00220668,0.00083577,0.03056382,0.03478483,26.24499019,26.24477916
exclusion_zone,5.00000000,0.00000194,0.00000085,0.00216748,0.00082093,0.02335999,0.02709784,25.78024764,25.78004039
exclusion_zone,7.50000000,0.00000143,0.00000064,0.00209247,0.00079252,0.01717735,0.02028845,24.89033615,24.89013657
exclusion_zone,10.00000000,0.00000100,0.00000045,0.00195701,0.00074122,0.01205950,0.01459217,23.28245495,23.28226898
exclusion_zone,12.50000000,0.00000068,0.00000031,0.00173272,0.00065627,0.00817002,0.01010619,20.61674135,20.61657726
exclusion_zone,15.00000000,0.00000043,0.00000021,0.00141760,0.00053692,0.00522142,0.00666531,16.86558817,16.86545437
end_hcal_voffset_config
start_hcal_voffset_config
hcal_voffset,15.00000000,cm
pn_vertical_sep,55.20284417,cm
total_sigma_proton,0.00377787,pb
total_solid_proton,44.43338009,msr
total_sigma_neutron,0.00143099,pb
total_solid_neutron,44.44353252,msr
thetapq_radius,17.10422667,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00000323,0.00000130,0.00228137,0.00086402,0.03926518,0.04144093,27.00645743,27.00624180
exclusion_zone,2.50000000,0.00000276,0.00000112,0.00226589,0.00085816,0.03349837,0.03558745,26.82398974,26.82377579
exclusion_zone,5.00000000,0.00000213,0.00000087,0.00222557,0.00084289,0.02581964,0.02770512,26.34842632,26.34821623
exclusion_zone,7.50000000,0.00000157,0.00000065,0.00214845,0.00081368,0.01909658,0.02078382,25.43791163,25.43770966
exclusion_zone,10.00000000,0.00000111,0.00000047,0.00200917,0.00076094,0.01351467,0.01491254,23.79280217,23.79261484
exclusion_zone,12.50000000,0.00000075,0.00000032,0.00177883,0.00067370,0.00919197,0.01035560,21.06809748,21.06793171
exclusion_zone,15.00000000,0.00000049,0.00000022,0.00145554,0.00055126,0.00592986,0.00685828,17.23702716,17.23689134
end_hcal_voffset_config
start_hcal_voffset_config
hcal_voffset,30.00000000,cm
pn_vertical_sep,55.20616171,cm
total_sigma_proton,0.00378332,pb
total_solid_proton,44.48337115,msr
total_sigma_neutron,0.00143241,pb
total_solid_neutron,44.47324037,msr
thetapq_radius,17.10422667,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00000339,0.00000130,0.00228392,0.00086504,0.04098223,0.04143781,27.02916183,27.02910947
exclusion_zone,2.50000000,0.00000291,0.00000112,0.00226842,0.00085917,0.03513917,0.03559475,26.84661127,26.84655940
exclusion_zone,5.00000000,0.00000226,0.00000087,0.00222813,0.00084391,0.02727189,0.02770983,26.37140270,26.37135184
exclusion_zone,7.50000000,0.00000168,0.00000065,0.00215105,0.00081472,0.02035103,0.02077385,25.46163354,25.46158465
exclusion_zone,10.00000000,0.00000119,0.00000047,0.00201186,0.00076200,0.01451746,0.01490981,23.81804541,23.81800040
exclusion_zone,12.50000000,0.00000082,0.00000032,0.00178162,0.00067480,0.01000122,0.01035044,21.09512032,21.09508078
exclusion_zone,15.00000000,0.00000054,0.00000021,0.00145820,0.00055230,0.00655256,0.00685326,17.26337456,17.26334290
end_hcal_voffset_config
start_hcal_voffset_config
hcal_voffset,45.00000000,cm
pn_vertical_sep,55.20539568,cm
total_sigma_proton,0.00372161,pb
total_solid_proton,43.84586684,msr
total_sigma_neutron,0.00140840,pb
total_solid_neutron,43.81140355,msr
thetapq_radius,17.10422667,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00000337,0.00000128,0.00224729,0.00085124,0.04077342,0.04079632,26.65067917,26.65066464
exclusion_zone,2.50000000,0.00000290,0.00000110,0.00223210,0.00084549,0.03501961,0.03504251,26.47140646,26.47139219
exclusion_zone,5.00000000,0.00000226,0.00000086,0.00219266,0.00083055,0.02723402,0.02725689,26.00537278,26.00535884
exclusion_zone,7.50000000,0.00000169,0.00000064,0.00211716,0.00080195,0.02042291,0.02044580,25.11256301,25.11254998
exclusion_zone,10.00000000,0.00000121,0.00000046,0.00198090,0.00075034,0.01468597,0.01470886,23.50042735,23.50041546
exclusion_zone,12.50000000,0.00000084,0.00000032,0.00175505,0.00066479,0.01018269,0.01020555,20.82435626,20.82434607
exclusion_zone,15.00000000,0.00000056,0.00000021,0.00143724,0.00054441,0.00673636,0.00675922,17.05194880,17.05194142
end_hcal_voffset_config
