start_genconfig
beam_e,6.6,GeV
theta_bb,43.0,&deg;
theta_sbs,17.5,&deg;
dist_bb,1.55,m
dist_mag,2.25,m
dist_hcal,11.0,m
bdl,1.35,Tm
golden,no
intFieldMap,1.73824,Tm
magScale,0.77664764359352,
Q2,8.1,GeV^2
comment,&int;Bdl=1.35Tm, dhcal=11.0m
end_genconfig
start_hcal_voffset_config
hcal_voffset,0.00000000,cm
pn_vertical_sep,61.10638306,cm
total_sigma_proton,0.03319382,pb
total_solid_proton,40.52516610,msr
total_sigma_neutron,0.01177997,pb
total_solid_neutron,40.56287492,msr
thetapq_radius,21.11848395,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00003826,0.00001535,0.02260405,0.00801503,0.04790398,0.05449446,27.74405519,27.74377338
exclusion_zone,2.50000000,0.00003320,0.00001341,0.02251159,0.00798225,0.04156345,0.04765131,27.63122455,27.63094378
exclusion_zone,5.00000000,0.00002665,0.00001087,0.02228488,0.00790187,0.03332199,0.03858412,27.35448810,27.35421982
exclusion_zone,7.50000000,0.00002060,0.00000848,0.02187984,0.00775825,0.02571319,0.03006791,26.85924938,26.85899300
exclusion_zone,10.00000000,0.00001523,0.00000635,0.02120393,0.00751859,0.01894272,0.02246893,26.03208363,26.03184180
exclusion_zone,12.50000000,0.00001117,0.00000471,0.02009499,0.00712539,0.01387452,0.01664024,24.67487322,24.67464782
exclusion_zone,15.00000000,0.00000793,0.00000337,0.01834285,0.00650411,0.00985220,0.01192920,22.52670890,22.52650702
exclusion_zone,17.50000000,0.00000553,0.00000238,0.01584607,0.00561878,0.00685836,0.00843584,19.45802941,19.45785531
exclusion_zone,20.00000000,0.00000366,0.00000161,0.01276021,0.00452457,0.00451392,0.00567637,15.66072636,15.66058597
end_hcal_voffset_config
start_hcal_voffset_config
hcal_voffset,15.00000000,cm
pn_vertical_sep,61.13551364,cm
total_sigma_proton,0.03516558,pb
total_solid_proton,42.94971870,msr
total_sigma_neutron,0.01247629,pb
total_solid_neutron,42.97419848,msr
thetapq_radius,21.11848395,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00004198,0.00001640,0.02393816,0.00848841,0.05285916,0.05820203,29.39101832,29.39078721
exclusion_zone,2.50000000,0.00003646,0.00001435,0.02384037,0.00845374,0.04590797,0.05097698,29.27162448,29.27139406
exclusion_zone,5.00000000,0.00002928,0.00001166,0.02360016,0.00836857,0.03680735,0.04136227,28.97828553,28.97806702
exclusion_zone,7.50000000,0.00002263,0.00000913,0.02317036,0.00821617,0.02837881,0.03235780,28.45255609,28.45234837
exclusion_zone,10.00000000,0.00001676,0.00000687,0.02245350,0.00796198,0.02092624,0.02428778,27.57512146,27.57492665
exclusion_zone,12.50000000,0.00001230,0.00000511,0.02127841,0.00754530,0.01533760,0.01805844,26.13674607,26.13656551
exclusion_zone,15.00000000,0.00000874,0.00000367,0.01942327,0.00688748,0.01090430,0.01296480,23.86205500,23.86189354
exclusion_zone,17.50000000,0.00000613,0.00000259,0.01678344,0.00595140,0.00764500,0.00917437,20.61715911,20.61702041
