start_genconfig
beam_e,8.8,GeV
theta_bb,44.2,&deg;
theta_sbs,14.0,&deg;
dist_bb,1.55,m
dist_mag,2.25,m
dist_hcal,14.0,m
bdl,1.50,Tm
golden,no
intFieldMap,1.73824,Tm
magScale,0.862941826215022,
Q2,12.0,GeV^2
comment,&int;Bdl=1.50Tm, dhcal=14.0m
end_genconfig
start_hcal_voffset_config
hcal_voffset,45.00000000,cm
pn_vertical_sep,66.18205778,cm
total_sigma_proton,0.00368062,pb
total_solid_proton,43.38728451,msr
total_sigma_neutron,0.00139333,pb
total_solid_neutron,43.35040801,msr
thetapq_radius,17.10422667,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00000064,0.00000025,0.00223501,0.00084692,0.00796267,0.00813078,26.57304925,26.57304376
exclusion_zone,2.50000000,0.00000053,0.00000021,0.00221991,0.00084119,0.00658713,0.00674246,26.39428678,26.39428135
exclusion_zone,5.00000000,0.00000039,0.00000015,0.00218093,0.00082642,0.00477890,0.00492142,25.93207542,25.93206999
exclusion_zone,7.50000000,0.00000026,0.00000010,0.00210594,0.00079801,0.00317801,0.00329768,25.04336433,25.04335935
exclusion_zone,10.00000000,0.00000015,0.00000006,0.00197056,0.00074671,0.00183010,0.00192674,23.43705619,23.43705149
exclusion_zone,12.50000000,0.00000007,0.00000003,0.00174582,0.00066155,0.00089028,0.00096419,20.76670561,20.76670149
exclusion_zone,15.00000000,0.00000002,0.00000001,0.00143037,0.00054201,0.00032347,0.00037433,17.01093435,17.01093391
end_hcal_voffset_config
