start_genconfig
beam_e,6.6,GeV
theta_bb,43.0,&deg;
theta_sbs,17.5,&deg;
dist_bb,1.55,m
dist_mag,2.25,m
dist_hcal,11.0,m
bdl,1.65,Tm
golden,yes
intFieldMap,1.73824,Tm
magScale,0.949236008836524,
Q2,8.1,GeV^2
comment,&int;Bdl=1.65Tm, dhcal=11.0m
end_genconfig
start_hcal_voffset_config
hcal_voffset,0.00000000,cm
pn_vertical_sep,74.64580779,cm
total_sigma_proton,0.03081880,pb
total_solid_proton,37.45975053,msr
total_sigma_neutron,0.01093692,pb
total_solid_neutron,37.49435800,msr
thetapq_radius,21.11848395,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00000587,0.00000237,0.02098545,0.00744073,0.00735341,0.00843769,25.63905671,25.63882354
exclusion_zone,2.50000000,0.00000507,0.00000204,0.02089970,0.00741033,0.00634623,0.00726760,25.53493569,25.53470566
exclusion_zone,5.00000000,0.00000383,0.00000153,0.02068932,0.00733574,0.00479107,0.00546183,25.27937353,25.27915537
exclusion_zone,7.50000000,0.00000281,0.00000109,0.02031403,0.00720268,0.00348279,0.00386284,24.82254583,24.82234098
exclusion_zone,10.00000000,0.00000189,0.00000070,0.01968744,0.00698052,0.00231763,0.00246900,24.05916323,24.05897138
exclusion_zone,12.50000000,0.00000122,0.00000040,0.01865964,0.00661611,0.00147721,0.00141347,22.80657830,22.80640022
exclusion_zone,15.00000000,0.00000076,0.00000020,0.01703233,0.00603912,0.00091747,0.00071383,20.81969933,20.81954017
exclusion_zone,17.50000000,0.00000044,0.00000008,0.01471211,0.00521644,0.00052710,0.00027053,17.98022130,17.98008456
exclusion_zone,20.00000000,0.00000031,0.00000002,0.01184323,0.00419921,0.00034909,0.00006758,14.46509775,14.46498748
end_hcal_voffset_config
start_hcal_voffset_config
hcal_voffset,15.00000000,cm
pn_vertical_sep,74.69185461,cm
total_sigma_proton,0.03333843,pb
total_solid_proton,40.75021850,msr
total_sigma_neutron,0.01183037,pb
total_solid_neutron,40.78501985,msr
thetapq_radius,21.11848395,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00000644,0.00000260,0.02270523,0.00805099,0.00806886,0.00934692,27.90203222,27.90174009
exclusion_zone,2.50000000,0.00000554,0.00000224,0.02261248,0.00801810,0.00693663,0.00804937,27.78870606,27.78841745
exclusion_zone,5.00000000,0.00000420,0.00000171,0.02238498,0.00793744,0.00523376,0.00612141,27.51066189,27.51038574
exclusion_zone,7.50000000,0.00000307,0.00000122,0.02197842,0.00779328,0.00379490,0.00438323,27.01292803,27.01266632
exclusion_zone,10.00000000,0.00000206,0.00000079,0.02130015,0.00755278,0.00252958,0.00282671,26.18176949,26.18152243
exclusion_zone,12.50000000,0.00000131,0.00000047,0.02018735,0.00715821,0.00158438,0.00167117,24.81820606,24.81797567
exclusion_zone,15.00000000,0.00000080,0.00000024,0.01842901,0.00653473,0.00096238,0.00087399,22.65986222,22.65965525
exclusion_zone,17.50000000,0.00000047,0.00000010,0.01592288,0.00564608,0.00055211,0.00035825,19.57602955,19.57585075
