start_genconfig
beam_e,4.4,GeV
theta_bb,32.5,&deg;
theta_sbs,31.1,&deg;
dist_bb,1.55,m
dist_mag,1.60,m
dist_hcal,6.2,m
bdl,1.4,Tm
golden,no
intFieldMap,1.73824,Tm
magScale,0.805412371134021,
Q2,3.5,GeV^2
comment,&int;Bdl=1.4Tm, dhcal=6.2m
end_genconfig
start_hcal_voffset_config
hcal_voffset,0.00000000,cm
pn_vertical_sep,60.51940917,cm
total_sigma_proton,3.40380700,pb
total_solid_proton,29.97863932,msr
total_sigma_neutron,1.30223678,pb
total_solid_neutron,29.97356854,msr
thetapq_radius,27.05260341,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.01738856,0.00643770,2.74136495,1.04847449,0.16326160,0.16104638,24.42426288,24.42575131
exclusion_zone,2.50000000,0.01557314,0.00573731,2.73522065,1.04612539,0.14556626,0.14321996,24.37103796,24.37258345
exclusion_zone,5.00000000,0.01309740,0.00477589,2.72111116,1.04073025,0.12148908,0.11878470,24.24827745,24.24992582
exclusion_zone,7.50000000,0.01074269,0.00385656,2.69712475,1.03155682,0.09872418,0.09552348,24.03895896,24.04073863
exclusion_zone,10.00000000,0.00872764,0.00306383,2.65977705,1.01727070,0.07938329,0.07551791,23.71256668,23.71447821
exclusion_zone,12.50000000,0.00706872,0.00240163,2.60362734,0.99579329,0.06362094,0.05899150,23.22007421,23.22212519
exclusion_zone,15.00000000,0.00572419,0.00186409,2.51988682,0.96376193,0.05088641,0.04557897,22.48294841,22.48512186
exclusion_zone,17.50000000,0.00461474,0.00141731,2.39498702,0.91598123,0.04056395,0.03463216,21.38058335,21.38277556
exclusion_zone,20.00000000,0.00376207,0.00107134,2.21137764,0.84575210,0.03256960,0.02602722,19.74875755,19.75088571
exclusion_zone,22.50000000,0.00307416,0.00080110,1.95994534,0.74959977,0.02623087,0.01943491,17.49841831,17.50039137
end_hcal_voffset_config
start_hcal_voffset_config
hcal_voffset,15.00000000,cm
pn_vertical_sep,60.54573915,cm
total_sigma_proton,3.46059223,pb
total_solid_proton,30.40219863,msr
total_sigma_neutron,1.32407586,pb
total_solid_neutron,30.39695121,msr
thetapq_radius,27.05260341,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.01757144,0.00652200,2.78626921,1.06575036,0.16450047,0.16284717,24.76269568,24.76453072
exclusion_zone,2.50000000,0.01573484,0.00580956,2.78001176,1.06335771,0.14665125,0.14475910,24.70864961,24.71054160
exclusion_zone,5.00000000,0.01323616,0.00483778,2.76565299,1.05786663,0.12240998,0.12008781,24.58404764,24.58604222
exclusion_zone,7.50000000,0.01085806,0.00390529,2.74126141,1.04853733,0.09948661,0.09655182,24.37171016,24.37383557
exclusion_zone,10.00000000,0.00882160,0.00309947,2.70327974,1.03400729,0.08000094,0.07625372,24.04060245,24.04285887
exclusion_zone,12.50000000,0.00714816,0.00242871,2.64617049,1.01216058,0.06414445,0.05955376,23.54100086,23.54339153
exclusion_zone,15.00000000,0.00578729,0.00188203,2.56100991,0.97958279,0.05129632,0.04595196,22.79335792,22.79586737
exclusion_zone,17.50000000,0.00466654,0.00142897,2.43399158,0.93098687,0.04089721,0.03487054,21.67531999,21.67784170
exclusion_zone,20.00000000,0.00380388,0.00107964,2.24731058,0.85957556,0.03283449,0.02619727,20.02079912,20.02323955
