start_genconfig
beam_e,6.6,GeV
theta_bb,43.0,&deg;
theta_sbs,17.5,&deg;
dist_bb,1.55,m
dist_mag,2.25,m
dist_hcal,11.0,m
bdl,1.55,Tm
golden,no
intFieldMap,1.73824,Tm
magScale,0.891706553755523,
Q2,8.1,GeV^2
comment,&int;Bdl=1.55Tm, dhcal=11.0m
end_genconfig
start_hcal_voffset_config
hcal_voffset,0.00000000,cm
pn_vertical_sep,70.13121946,cm
total_sigma_proton,0.03159822,pb
total_solid_proton,38.44465990,msr
total_sigma_neutron,0.01121348,pb
total_solid_neutron,38.47982913,msr
thetapq_radius,21.11848395,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00001117,0.00000460,0.02151501,0.00762860,0.01397086,0.01631067,26.31259635,26.31239393
exclusion_zone,2.50000000,0.00000963,0.00000399,0.02142716,0.00759745,0.01205953,0.01417359,26.20580610,26.20560417
exclusion_zone,5.00000000,0.00000752,0.00000312,0.02121151,0.00752100,0.00940584,0.01106399,25.94347585,25.94328800
exclusion_zone,7.50000000,0.00000574,0.00000237,0.02082647,0.00738448,0.00717687,0.00842736,25.47432788,25.47415271
exclusion_zone,10.00000000,0.00000406,0.00000168,0.02018396,0.00715667,0.00507020,0.00595246,24.69073167,24.69056833
exclusion_zone,12.50000000,0.00000274,0.00000111,0.01912934,0.00678274,0.00338582,0.00392034,23.40441108,23.40425979
exclusion_zone,15.00000000,0.00000176,0.00000069,0.01746118,0.00619126,0.00215347,0.00243202,21.36590298,21.36576815
exclusion_zone,17.50000000,0.00000106,0.00000038,0.01508282,0.00534796,0.00128001,0.00133569,18.45259576,18.45247982
exclusion_zone,20.00000000,0.00000059,0.00000017,0.01214257,0.00430540,0.00072279,0.00062114,14.84659309,14.84649949
end_hcal_voffset_config
start_hcal_voffset_config
hcal_voffset,15.00000000,cm
pn_vertical_sep,70.17537594,cm
total_sigma_proton,0.03406933,pb
total_solid_proton,41.67156463,msr
total_sigma_neutron,0.01208946,pb
total_solid_neutron,41.70524705,msr
thetapq_radius,21.11848395,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00001229,0.00000507,0.02320233,0.00822736,0.01540187,0.01810111,28.53203497,28.53179636
exclusion_zone,2.50000000,0.00001063,0.00000441,0.02310753,0.00819374,0.01331758,0.01574933,28.41611795,28.41588011
exclusion_zone,5.00000000,0.00000829,0.00000346,0.02287498,0.00811129,0.01038308,0.01236686,28.13169887,28.13147545
exclusion_zone,7.50000000,0.00000633,0.00000263,0.02245933,0.00796391,0.00791695,0.00941899,27.62244809,27.62223800
exclusion_zone,10.00000000,0.00000449,0.00000189,0.02176594,0.00771805,0.00560026,0.00676430,26.77227197,26.77207476
exclusion_zone,12.50000000,0.00000303,0.00000127,0.02062815,0.00731461,0.00374019,0.00450765,25.37725210,25.37706925
exclusion_zone,15.00000000,0.00000194,0.00000080,0.01883099,0.00667735,0.00238274,0.00285168,23.16994772,23.16978412
exclusion_zone,17.50000000,0.00000116,0.00000046,0.01627098,0.00576958,0.00140442,0.00163563,20.01808441,20.01794353
