start_genconfig
beam_e,4.4,GeV
theta_bb,41.9,&deg;
theta_sbs,24.7,&deg;
dist_bb,1.55,m
dist_mag,1.60,m
dist_hcal,6.2,m
bdl,1.7,Tm
golden,no
intFieldMap,1.73824,Tm
magScale,0.978000736377025,
Q2,4.5,GeV^2
comment,&int;Bdl=1.7Tm, dhcal=6.2m
end_genconfig
start_hcal_voffset_config
hcal_voffset,0.00000000,cm
pn_vertical_sep,61.03701821,cm
total_sigma_proton,0.74605035,pb
total_solid_proton,42.38342713,msr
total_sigma_neutron,0.27164150,pb
total_solid_neutron,42.40595527,msr
thetapq_radius,24.88839513,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00139467,0.00048998,0.61725276,0.22457922,0.08282771,0.08011917,35.25733609,35.25626014
exclusion_zone,2.50000000,0.00121433,0.00042341,0.61596389,0.22411065,0.07196620,0.06911663,35.18471965,35.18371450
exclusion_zone,5.00000000,0.00097703,0.00033609,0.61281274,0.22296476,0.05777217,0.05475394,35.00665512,35.00577813
exclusion_zone,7.50000000,0.00076826,0.00025723,0.60725191,0.22094205,0.04530258,0.04187211,34.69208077,34.69134772
exclusion_zone,10.00000000,0.00059355,0.00019167,0.59817528,0.21764000,0.03494806,0.03121796,34.17766442,34.17708745
exclusion_zone,12.50000000,0.00045366,0.00013825,0.58373240,0.21238527,0.02656283,0.02244607,33.35760901,33.35715957
exclusion_zone,15.00000000,0.00034434,0.00009602,0.56098981,0.20411038,0.02004478,0.01555011,32.06501723,32.06468611
exclusion_zone,17.50000000,0.00026289,0.00006507,0.52498674,0.19101036,0.01520501,0.01052873,30.01475572,30.01449932
exclusion_zone,20.00000000,0.00020073,0.00004243,0.46946100,0.17080774,0.01151796,0.00685524,26.84335422,26.84316020
exclusion_zone,22.50000000,0.00015329,0.00002470,0.39326281,0.14308542,0.00874594,0.00403351,22.47682913,22.47669949
end_hcal_voffset_config
start_hcal_voffset_config
hcal_voffset,15.00000000,cm
pn_vertical_sep,61.04317066,cm
total_sigma_proton,0.74958409,pb
total_solid_proton,42.54726170,msr
total_sigma_neutron,0.27289978,pb
total_solid_neutron,42.56423609,msr
thetapq_radius,24.88839513,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00140840,0.00049157,0.62003501,0.22560029,0.08348797,0.08030888,35.38577732,35.38476689
exclusion_zone,2.50000000,0.00122709,0.00042468,0.61873937,0.22512924,0.07258232,0.06926695,35.31284689,35.31190709
exclusion_zone,5.00000000,0.00098833,0.00033719,0.61557262,0.22397762,0.05832035,0.05488460,35.13406590,35.13325393
exclusion_zone,7.50000000,0.00077740,0.00025810,0.60998402,0.22194473,0.04574797,0.04197764,34.81820626,34.81753752
exclusion_zone,10.00000000,0.00060068,0.00019215,0.60086114,0.21862571,0.03529393,0.03127453,34.30166149,34.30114766
exclusion_zone,12.50000000,0.00045911,0.00013866,0.58635020,0.21334600,0.02682288,0.02249495,33.47846759,33.47807970
exclusion_zone,15.00000000,0.00034835,0.00009622,0.56350574,0.20503372,0.02023683,0.01557459,32.18117001,32.18089783
exclusion_zone,17.50000000,0.00026587,0.00006510,0.52733853,0.19187346,0.01534833,0.01052886,30.12334025,30.12313898
exclusion_zone,20.00000000,0.00020265,0.00004239,0.47155970,0.17157796,0.01161284,0.00684794,26.94025878,26.94011413
exclusion_zone,22.50000000,0.00015443,0.00002470,0.39503177,0.14373464,0.00880431,0.00403351,22.55848952,22.55840139
end_hcal_voffset_config
start_hcal_voffset_config
hcal_voffset,30.00000000,cm
pn_vertical_sep,61.04317066,cm
total_sigma_proton,0.74958409,pb
total_solid_proton,42.54726170,msr
total_sigma_neutron,0.27289978,pb
total_solid_neutron,42.56423609,msr
thetapq_radius,24.88839513,cm
resolution_phi,0.06875494,deg
resolution_theta,0.10313240,deg
resolution_hcal_position,3.50000000,cm
exclusion_zone,0.00000000,0.00140840,0.00049157,0.62003501,0.22560029,0.08348797,0.08030888,35.38577732,35.38476689
exclusion_zone,2.50000000,0.00122709,0.00042468,0.61873937,0.22512924,0.07258232,0.06926695,35.31284689,35.31190709
exclusion_zone,5.00000000,0.00098833,0.00033719,0.61557262,0.22397762,0.05832035,0.05488460,35.13406590,35.13325393
exclusion_zone,7.50000000,0.00077740,0.00025810,0.60998402,0.22194473,0.04574797,0.04197764,34.81820626,34.81753752
exclusion_zone,10.00000000,0.00060068,0.00019215,0.60086114,0.21862571,0.03529393,0.03127453,34.30166149,34.30114766
exclusion_zone,12.50000000,0.00045911,0.00013866,0.58635020,0.21334600,0.02682288,0.02249495,33.47846759,33.47807970
exclusion_zone,15.00000000,0.00034835,0.00009622,0.56350574,0.20503372,0.02023683,0.01557459,32.18117001,32.18089783
exclusion_zone,17.50000000,0.00026587,0.00006510,0.52733853,0.19187346,0.01534833,0.01052886,30.12334025,30.12313898
